City,PM2.5,PM10,NOx,NH3,CO,SO2,O3
0,62.39,116.84,16.14,15.85,14.39,60.87,24.18
0,52.59,92.57,10.69,15.85,6.92,25.09,23.94
0,63.33,99.3,10.69,15.85,4.66,29.4,24.07
0,48.58,93.92,7.76,15.85,2.56,20.56,27.73
0,45.47,89.73,13.94,15.85,5.2,18.8,30.45
0,54.42,102.4,16.65,15.85,5.67,26.19,29.22
0,72.45,116.1,19.22,15.85,8.84,29.77,24.83
0,89.97,155.63,33.61,15.85,28.91,39.43,18.76
0,104.25,163.95,32.46,15.85,29.17,35.42,15.46
0,64.25,121.71,24.92,15.85,10.97,73.34,12.43
0,60.17,104.08,11.75,15.85,3.75,39.26,8.94
0,57.99,97.02,10.16,15.85,2.2,52.32,6.35
0,49.63,95.51,11.16,15.85,1.89,79.47,4.87
0,53,98.1,12.85,15.85,4.07,69.13,5.4
0,52.77,95.25,20.2,15.85,6.64,50.74,10.61
0,39.89,83.69,37.37,15.85,17.34,53.83,19.03
0,43.95,85.68,30.71,15.85,11.4,73.27,19.15
0,53.52,89.41,44.52,15.85,30.94,49.84,23.66
0,69.1,115.57,45.8,15.85,34.49,68.73,23.67
0,74.18,126.67,15.85,15.85,6.36,95.2,23.67
0,79.57,131.62,8.99,15.85,3.78,27.7,23.67
0,72.59,128.86,9.73,15.85,3.63,23.96,23.67
0,69.54,128.99,12.65,15.85,7.06,35.78,23.66
0,66.2,138.47,16.84,15.85,8.97,38.98,23.65
0,55.99,110.41,11.53,15.85,5.41,45.83,23.61
0,46.96,109.44,13.58,15.85,7.17,38.11,23.64
0,70.06,161.09,16.56,15.85,7.37,58.67,23.58
0,61.4,118.44,9.74,15.85,2.38,30.54,23.59
0,38.89,93.4,8.7,15.85,2.41,46.78,23.64
0,56.14,108.83,7.55,15.85,2.5,26.75,23.58
0,59.96,109.98,8.79,15.85,2.38,45.44,23.58
0,83.9,152.94,16.65,15.85,8.81,58.01,23.56
0,89.34,143.84,15.32,15.85,8.08,62.71,23.69
0,39.83,44.53,10.29,15.85,3.26,25.78,23.62
0,53.27,90.4,10.43,15.85,3.59,19.5,23.66
0,40.07,79.32,9.34,15.85,3.75,10.67,23.6
0,80.24,219.84,22.26,15.85,20.06,36.88,23.62
0,59.51,106.43,30.87,15.85,24.98,71.69,23.57
0,36.05,79.23,20.59,15.85,13.05,46.67,23.6
0,36.21,82.86,22.94,15.85,20.86,44.86,23.6
0,51.15,123.03,36.81,15.85,33,84.52,23.61
0,51.32,121.82,26.48,15.85,20.18,50.3,23.6
0,38.71,88.47,15.61,15.85,10.39,34.63,23.56
0,40.83,96.12,3.56,15.85,18.14,54.28,23.58
0,61.05,132.46,26.05,15.85,19.52,144.29,47.16
0,62.03,191.09,74.5,15.85,118,112.57,36.76
0,33.93,85.43,21.94,15.85,9.53,51.25,41.25
0,18.03,66.54,17.23,15.85,11.31,35.39,30.29
0,28.77,73.99,25.69,15.85,20.76,40.13,32.37
0,41.74,92.88,38.15,15.85,36.07,100.04,30.37
0,57.28,109.84,51.39,15.85,36.16,83.08,34.61
0,88.79,125.19,37.8,15.85,15.2,56.67,45.39
0,52.31,97.67,25.67,15.85,9.38,36.8,26.07
0,68.19,106.14,29.93,15.85,10.08,31.18,43.72
0,80.59,127.97,51.22,15.85,29.48,48.18,41.9
0,77.56,137.39,51.88,15.85,30.93,59.11,36.15
0,56.5,121.52,31.62,15.85,6.1,51.41,41.16
0,66.87,127.71,43.78,15.85,23.75,47.32,53.97
0,95.25,160.18,37.58,15.85,14.56,55.99,68.81
0,69.85,124.4,24.54,15.85,6.25,27.16,30.84
0,64.94,116.45,29.5,15.85,8.62,31.84,71.69
0,79.58,145.12,36.51,15.85,12.48,48.28,42.4
0,83.67,164.2,48.05,15.85,27.61,52.9,44.73
0,88.83,182.12,63.19,15.85,57.7,40.9,51.73
0,50.55,116.51,42.05,15.85,18.72,54.6,31.28
0,73.04,136.02,51.25,15.85,24.78,57.08,53.88
0,59.47,124.36,41.44,15.85,14.28,66.39,76.89
0,62.48,147.78,52.43,15.85,43.22,57.29,63.76
0,85.33,163.52,67.01,15.85,59.34,64.71,75.45
0,114.79,217.94,70.43,15.85,42.62,118.91,43.63
0,65.74,164.24,51.18,15.85,22.33,72.14,50.08
0,60.61,133.31,33.57,15.85,10.49,52.84,38.67
0,36.35,97.03,29.36,15.85,4.78,42.9,52.15
0,54.06,104.74,28.19,15.85,4.22,48.07,39.74
0,68.68,141.39,44.41,15.85,10.92,42.37,44.44
0,73.18,193.22,69.62,15.85,31.41,62.73,46.23
0,137.81,242.98,113.23,15.85,70.45,103.5,37.79
0,94.27,177.11,114.42,15.85,92.96,68.76,52.7
0,79.68,169.52,87.59,15.85,57.77,64.67,50.27
0,53.86,136.6,49.93,15.85,17.8,64.67,52.74
0,53.06,123.32,45.76,15.85,22.34,70.8,41.7
0,56.2,149.92,47.92,15.85,23.13,81.42,34.18
0,77.58,155.65,45.29,15.85,21.26,119.95,39.83
0,49.16,125.88,20.69,15.85,7.4,51.07,45.99
0,43.75,115.5,18.08,15.85,8.43,63.99,38.62
0,54.05,128.08,22,15.85,10.7,61.9,45.82
0,51.32,140.9,29.25,15.85,12.19,45.6,64.01
0,35.04,85.35,27.93,15.85,7.87,32.78,30.84
0,37.02,90.26,20.2,15.85,5.55,42.98,67.75
0,37.67,94.36,10.25,15.85,2.28,26.68,16.92
0,31.12,80.79,13.13,15.85,3.56,19.43,16.68
0,41.19,114.05,19.72,15.85,6.04,40.38,30.84
0,41.72,97.7,17.38,15.85,6.95,27.3,72.25
0,39.57,111.46,20.2,15.85,4,49.34,39.51
0,39.42,115.8,19.1,15.85,5.11,27.4,33.16
0,36.03,90.32,19.65,15.85,3.89,28.6,53.81
0,53.07,112.92,30.33,15.85,16.02,34.49,30.84
0,58.54,124.58,33.18,15.85,15.45,42.86,81.35
0,101.09,162.86,31.13,15.85,15.07,42.07,44.44
0,50.47,109.06,13.3,15.85,4.67,44.08,45.98
0,74.43,132.17,22.73,15.85,9.82,67.89,36.14
0,48.16,122.17,12.99,15.85,5.47,52.62,33.69
0,44.61,112.32,17.08,15.85,4.98,34.25,49.45
0,31.89,98.52,14.5,15.85,2.96,44.87,47.99
0,33.25,91.38,19.44,15.85,4.28,61.4,38.86
0,43.67,91.12,17.61,15.85,7.11,34.72,39.74
0,22.93,37.12,12.87,15.85,5.23,16.19,34.41
0,37.73,72.43,20.77,15.85,4.67,16.06,34.72
0,20.67,75.48,15.46,15.85,3.08,22.76,40.17
0,28.55,89.1,21.89,15.85,4.11,19.14,31.5
0,29.97,98.96,13.64,15.85,3.85,32.01,36.86
0,24.79,86.06,13.7,15.85,4.5,22.16,36.76
0,25.52,88.12,15.15,15.85,4.46,18.54,38.17
0,33.48,87.96,23.58,15.85,4.51,23.84,46.53
0,39.44,84.83,22.28,15.85,3.82,27.53,58.08
0,43.77,87.96,22.49,15.85,3.35,31.4,53.61
0,46.64,95.3,17.24,15.85,3.75,22.2,49.67
0,45.8,104.5,11.04,15.85,3.87,31.04,48.2
0,36.3,90.07,11.51,15.85,5.19,30.8,49.83
0,32.12,89.74,14.33,15.85,5.07,20.75,62.53
0,30.73,78.56,17.23,15.85,0.59,32.01,42.61
0,30.18,74.99,19.26,15.85,0.45,25.09,39
0,26.7,72.83,15.18,15.85,0.36,21.57,42.16
0,18.77,61.54,13.01,15.85,0.39,26.86,47.88
0,31.16,72.09,14.73,15.85,0.37,21.85,43.35
0,23.69,64.81,10.04,15.85,0.43,23.5,44.04
0,38.65,81.47,14.75,15.85,0.36,22.03,54.24
0,30.8,76.25,12.68,15.85,0.36,18.03,37.28
0,30.69,107.31,11.7,15.85,0.41,36.24,39.3
0,21.27,65.12,9.31,15.85,0.36,21,40.56
0,29.84,77.98,10.58,15.85,0.34,25.22,38.31
0,27.81,73.99,10.46,15.85,0.39,19.16,38.23
0,32.11,94.34,11.49,15.85,0.45,15.83,42.22
0,31.67,81.09,10.82,15.85,0.35,32.39,43.6
0,27.19,82.36,9.85,15.85,0.28,20.59,51.81
0,28.25,70.48,10.25,15.85,0.38,16.51,41.74
0,25.91,73.35,10.29,15.85,0.4,10.58,44.44
0,31.76,81.16,12.7,15.85,0.46,29.73,52.46
0,32.55,87.41,14.12,15.85,0.46,42.86,50.2
0,27.15,76.73,14.4,15.85,0.67,32.97,54.81
0,26.93,74.38,10.37,15.85,0.46,37.7,56.97
0,28.71,89.91,8.6,15.85,0.54,26.36,49.97
0,22.56,63.23,10.09,15.85,0.56,25.87,55.72
0,23.82,62.1,11.49,15.85,0.64,22.71,54.35
0,23.73,69.88,11.36,15.85,0.73,20.04,58.72
0,33.47,134.83,13.84,15.85,0.54,2.42,54.8
0,26.52,79.38,11.7,15.85,0.67,9.16,59.96
0,30.45,75.08,13.23,15.85,0.4,9.16,58.31
0,26.79,66.34,10.06,15.85,0.51,9.16,57.81
0,23.79,74.56,11.91,15.85,0.55,9.16,52.49
0,26.17,62.14,8.61,15.85,0.77,9.16,56.28
0,21.31,66.1,8.68,15.85,0.54,9.16,57.55
0,21.94,69.06,10.47,15.85,0.58,9.16,57.89
0,23.19,67.28,11.59,15.85,0.48,9.16,52.31
0,21.9,64.39,11.33,15.85,0.49,9.16,51.86
0,19.15,78.8,12.47,15.85,0.51,9.16,61.79
0,35.75,107.68,11,15.85,0.39,9.16,54.31
0,27.28,63.5,10.84,15.85,0.68,9.16,55.52
0,20.85,61.13,12.35,15.85,0.62,9.16,54.41
0,23.98,56.9,16.04,15.85,0.61,9.16,59.05
0,25.6,82.26,13.05,15.85,0.69,9.16,60.12
0,33.35,84.99,14.15,15.85,0.56,9.16,62.4
0,31.38,90.28,20.77,15.85,0.65,9.16,62.39
0,29.26,82.26,12.73,15.85,0.67,9.16,55.64
0,25.47,67.79,10.7,15.85,0.81,9.16,57.16
0,24.84,70.95,10.65,15.85,0.57,9.16,57.53
0,29.78,99.14,11.55,15.85,0.59,9.16,50.52
0,31.25,89.65,13.17,15.85,0.83,9.16,54.58
0,30.7,86.02,11.85,15.85,0.56,9.16,55.49
0,23.91,81,11.52,15.85,0.57,9.16,44.9
0,25.71,66.36,10.53,15.85,0.41,9.16,47.74
0,22.83,67.92,10.31,15.85,0.4,9.16,53.06
0,31.02,312.28,13.07,15.85,0.64,9.16,66.9
0,131.88,173.4,22.26,15.85,0.45,20.08,34.26
0,48.57,586.27,21.25,15.85,0.44,23.71,73.66
0,26.08,84.25,21.51,15.85,0.79,21.29,56.78
0,30.72,88.9,19.08,15.85,0.63,14.73,4.08
0,33.19,65.77,22.28,15.85,0.71,14.4,40.28
0,20.67,69.5,20.48,15.85,0.82,13.05,36.32
0,22.92,70.97,17.52,15.85,0.57,11.6,30.16
0,21.17,81.73,16.39,15.85,0.86,12.69,39.69
0,23.62,94.06,14.59,15.85,0.85,16.22,44.32
0,20.4,66.21,17.05,15.85,0.68,18.41,37.38
0,21.4,93.89,14.85,15.85,0.85,16.27,45.05
0,21.72,62.28,16.62,15.85,1.18,17.51,30.53
0,24.1,87.14,15.77,15.85,0.86,20.82,35.29
0,21.21,92.72,18.56,15.85,0.85,19.3,33.59
0,31.49,94.09,17.23,15.85,0.85,11.26,38.44
0,14.79,11.5,13.18,15.85,0.81,9.4,18.2
0,12.1,89.23,20.97,15.85,0.56,11.72,75.83
0,17.65,135.16,22.86,15.85,0.71,9.9,40.03
0,22.9,120.7,10.1,15.85,0.5,10.1,46.04
0,24.28,138.12,8.23,15.85,0.7,11.45,57.31
0,19.02,98.37,11.49,15.85,0.52,13.32,45.85
0,22.2,88.99,12.2,15.85,0.51,13,64.75
0,30.29,95.68,21.72,15.85,0.75,11.99,43.31
0,32.56,142.43,18.21,15.85,0.65,11.73,40.54
0,36.48,150.65,20.8,15.85,0.59,10.41,44.47
0,62.12,118.67,19.86,15.85,0.49,12.44,68.05
0,31.57,95.68,16.4,15.85,0.52,11.01,26.34
0,29.75,127.98,18.92,15.85,0.67,12.1,34.99
0,40.02,121.1,33.41,15.85,0.73,16.39,41.64
0,37.63,95.68,20.17,15.85,0.28,14.4,9.69
1,32.69,47.91,11.93,26.64,0.6,4.53,4.48
1,31.21,38.66,10.65,25.63,0.56,4.22,2.81
1,38.39,46.68,10.37,29.16,0.57,4.46,0.18
1,43.23,50.83,10.48,28.95,0.57,4.53,0.41
1,33.82,41.03,9.73,28.41,0.48,4.63,0.3
1,27.14,35.04,8.09,23.98,0.5,4.71,13.02
1,27.32,35.75,3.41,24.57,0.48,4.84,6.03
1,31.76,41.51,5.24,23.42,0.47,5.04,8.76
1,43.8,53.59,4.97,23.41,0.48,5.3,9.96
1,35.48,44.02,4.64,24.85,0.49,5.32,6.43
1,51.27,60.05,4.62,24.44,0.49,5.63,8.62
1,33.24,40.33,3.65,18.55,0.37,5.41,5.64
1,35.34,41.55,3.71,20.24,0.32,5.63,5.73
1,47.34,56.65,3.66,20.21,0.37,6.17,5.59
1,53.64,62.86,3.77,25.43,0.44,6.75,6.44
1,54.9,62.7,3.69,25.48,0.42,6.8,5.87
1,44.64,53.86,3.59,28.26,0.4,7.34,6.42
1,51.33,60.03,3.89,29.89,0.44,7.69,8.76
1,34.54,41.95,3.64,28.47,0.36,7.8,7.99
1,39.47,48.07,3.79,29.05,0.42,7.67,7.4
1,27.27,33.9,3.8,30.99,0.4,7.9,6.74
1,38.6,49.19,3.94,32.95,0.45,8.11,6.12
1,36.22,48.66,3.86,32.94,0.4,8.36,9.24
1,30.35,39.84,3.75,23.37,0.29,8.25,10.87
1,24.05,41.95,3.79,21.6,0.26,8.16,11.09
1,26.47,33.51,3.5,26,0.31,8.79,5.76
1,35.13,43.65,3.69,25.1,0.31,8.49,7.94
1,33.19,42.17,3.85,22.71,0.3,8.78,13.38
1,24.92,31.74,3.74,23.73,0.27,8.69,9.67
1,39.15,45.79,4.47,22.95,0.39,7.81,7.66
1,38.01,45.39,5.7,27.97,0.41,4.52,5.62
1,30.06,35.53,5.74,30,0.37,4.77,6.71
1,21.7,27.32,5.6,26.24,0.27,4.54,8.47
1,28.33,33.24,8.44,28.53,0.36,5.3,10.16
1,46.26,49.81,14.04,31.28,0.47,5.66,2.97
1,40.72,48.87,15.65,30.38,0.42,5.71,0.72
1,22.63,28.06,15.49,23.59,0.28,5.52,0.79
1,15.06,19.85,15.51,14.87,0.22,5.43,2.46
1,19.5,25.12,15.38,17.65,0.25,6.06,1.17
1,10.48,14.73,15.2,19.03,0.22,6.4,1.27
1,11.79,18.9,16.08,19.13,0.25,6.79,8.71
1,9.53,20.94,15.94,16.64,0.27,6.62,7.67
1,8.53,11.26,15.48,15.61,0.24,6.61,1.3
1,10.42,14.56,15.49,16.78,0.26,6.96,1.75
1,5.74,9.67,15.57,12.4,0.21,6.79,1.16
1,3.14,5.83,14.68,17.91,0.18,7.47,0.55
1,1.97,4.06,15.25,12.44,0.18,6.98,1.78
1,5.4,9.88,15.57,17.69,0.25,7.21,0.22
1,3.55,7.84,15.6,17.07,0.26,6.97,30.84
1,3.85,6.78,15.4,15.28,0.21,7.23,30.84
1,4.49,8.9,15.65,14.49,0.24,6.6,1.55
1,7.92,12.97,15.71,18.21,0.3,6.47,1.61
1,8.24,13.13,15.48,16.69,0.28,6.46,0.1
1,5.48,9.88,15.15,14.56,0.19,6.42,0.07
1,6.32,11.92,15.43,15.74,0.23,6.93,0.41
1,10.16,14.63,15.58,18.64,0.27,7.6,0.12
1,6.15,8.99,16.56,15.26,0.24,7.36,2.82
1,3.93,6.85,15.43,19.43,0.27,8.04,0.19
1,13.61,17.4,15.75,22.37,0.32,8.51,2.66
1,13.29,19.14,15.65,27.89,0.37,8.6,0.24
1,16.09,20.04,15.21,32.66,0.31,8.61,0.06
1,25.35,31.71,15.98,29.77,0.39,8.87,7.63
1,27.97,33.56,15.73,29.94,0.42,8.91,0.18
1,23.72,28.88,15.86,21.17,0.37,8.41,1.74
1,21.05,24.86,15.85,23.68,0.32,9.08,7.27
1,14.82,19.67,15.83,23.19,0.31,9.06,0.05
1,8.3,12.62,15.67,22.47,0.27,9.19,30.84
1,12.42,18,15.26,25.82,0.23,9.84,0.04
1,17.92,25.29,15.89,28.94,0.38,10.05,4.03
1,18.83,24.52,15.9,25.16,0.36,9.84,1.16
1,6.53,10.27,16.12,17.62,0.31,9.81,0.44
1,8.97,14.44,15.53,13.24,0.21,10.1,2.88
1,14.67,19.13,15.59,11.35,0.25,9.92,1.07
1,16.13,21.52,15.52,16.11,0.25,10.88,0.28
1,13.4,19.09,15.1,15.75,0.19,11.19,0.68
1,9.72,14.84,15.49,14.45,0.19,11.14,1.77
1,9.03,13.23,15.65,12.13,0.22,11.09,2.5
1,1.96,4.32,20.63,16.72,0.21,11.13,4.82
1,3.47,9.67,15.67,19.71,0.24,11.89,2.67
1,3.62,7.84,15.72,12.68,0.24,11.24,1.98
1,3.43,7.24,15.46,12.93,0.22,11.38,0.24
1,3.68,7.45,15.13,12.87,0.17,11.58,0.1
1,4.52,9.11,15.89,12.84,0.22,11.83,3.37
1,3.96,8.56,15.7,13.28,0.24,12.13,30.84
1,2.33,6.33,15.65,14.43,0.24,12.24,2.76
1,2.17,4.57,15.57,16.06,0.19,12.61,2.8
1,2.49,7.33,25.15,25.23,0.24,12.97,3.3
1,2.81,6.19,15.62,18.88,0.21,12.82,30.84
1,5.2,95.68,15.25,19.16,0.18,12.16,30.84
1,14.44,22.3,16.31,22.38,0.41,13,0.87
1,10.08,13.04,15.49,24.75,0.33,13.48,30.84
1,1.54,2.79,15.52,21.4,0.22,13.44,30.84
1,48.57,6.11,15.78,20.59,0.21,13.53,1.92
1,0.99,8.1,15.53,21.22,0.2,11.92,3.6
1,1.4,5.8,15.31,22.03,0.17,8.11,4.35
1,0.98,4.59,15.17,24.59,0.16,8.82,3.77
1,1.19,4.99,15.3,24.48,0.17,8.52,4.17
1,1.14,6.19,15.85,20.36,0.17,8.62,4.86
1,48.57,1.99,15.57,19.46,0.16,5.65,4.5
1,1.25,9.1,15.6,24.03,0.15,1.76,2
1,5.92,19.02,15.74,36.73,0.2,2.84,1.58
1,2.46,12.72,15.47,34.12,0.22,2.39,30.84
1,2.63,9.03,15.15,29.9,0.15,2.33,0.34
1,2.88,13.68,15.79,29.98,0.16,1.91,1.79
1,2.76,13.65,15.67,25.38,0.05,0.95,2.6
1,8.62,32.1,15.41,25.57,0.07,1.08,1.84
1,7.98,28.92,15.5,23.4,0.05,1.03,1.76
1,1.39,7.21,15.71,22.46,0.03,1.24,1.08
1,0.16,3.16,15.41,22.42,0.02,1.08,1.29
1,0.24,1.15,15.14,25.45,0.02,1.38,1.4
1,0.28,10.02,15.96,28.73,0.12,2.03,0.95
1,1.89,9.27,15.75,28.68,0.11,2.23,1.16
1,4.49,5.39,15.11,19.41,0.02,2.07,3.39
2,71.36,115.75,12.4,12.19,0.1,10.76,109.26
2,81.4,124.5,12.08,10.72,0.12,15.24,127.09
2,78.32,129.06,14.85,10.28,0.14,26.96,117.44
2,88.76,135.32,21.77,12.91,0.11,33.59,111.81
2,64.18,104.09,17.01,11.42,0.09,19,138.18
2,72.47,114.84,16.59,12.25,0.16,10.55,109.74
2,69.8,114.86,14.54,10.95,0.12,14.07,118.09
2,73.96,113.56,13.97,10.95,0.1,13.9,123.8
2,89.9,140.2,19.87,13.12,0.1,19.37,128.73
2,87.14,130.52,12.12,14.36,0.15,11.41,114.8
2,84.64,125,17.58,14.41,0.18,9.84,112.41
2,88.36,121.77,13.75,13.72,0.12,14.02,117.93
2,96.83,139.36,14.99,15.12,0.11,16.54,117.21
2,117.46,181.64,25.32,17.34,0.13,28.79,94.63
2,122.88,208.86,33.71,17.96,0.27,22.97,68.6
2,74.28,141.22,28.88,15.73,0.09,21.9,60.62
2,50.32,102.77,19.41,12.56,0.1,13.65,68.15
2,58.47,115.27,26.15,15.2,0.16,18.37,73.75
2,89.35,131.48,28.88,21.24,0.24,7.42,44.67
2,64.42,99.74,24.36,17.63,0.15,5.81,50.16
2,69.4,98.94,20.67,19.34,0.14,5.8,55
2,71.07,109.65,16.7,16,0.1,8.33,79.04
2,79.76,129.81,28.84,15.56,0.17,8.51,73.17
2,108.06,167.62,30.94,18.52,0.08,16.05,70.74
2,100.75,172.04,33.45,18.49,0.11,14.05,59.2
2,106.25,171.56,21.78,19.66,0.13,15.45,66.9
2,83.79,141.83,30.74,17.37,0.3,13.35,77.54
2,79.98,147.74,32.07,17.28,0.14,13.58,79.71
2,76.27,152.59,35.9,19.53,0.15,29.88,56.97
2,86.5,147.95,26.6,20.78,0.15,11.85,73.09
2,100.62,167.75,28.41,23.68,0.22,10.85,62.78
2,110.73,171.47,17.89,21.66,0.1,12.23,76.07
2,107.7,170.21,27.2,22.52,0.17,18.07,64.6
2,104.81,192.2,41.57,21.06,0.23,17.01,63.87
2,89.95,175.16,43.23,18.87,0.27,15.52,62.49
2,74.58,138.6,29.81,18.2,0.17,9.47,67.11
2,56.68,109.33,21.44,16.86,0.1,8.26,66.91
2,61.03,131.62,25.49,17.82,0.08,11.45,61.91
2,59.03,108.83,15.23,18.03,0.09,26.05,87.55
2,61.88,109.82,15.45,19.57,0.09,12.81,81.38
2,71.57,137.48,25.36,25.61,0.09,16.82,80.3
2,92.44,174.75,33.36,19.45,0.11,16.93,71.09
2,92.9,162.69,35.19,21.02,0.08,23.11,68.79
2,85.15,151.97,41.72,18.71,0.07,11.86,90.8
2,81.47,145.68,30.18,20.18,0.07,9.63,96.49
2,81.58,132.66,21.81,21.59,0.09,12.81,118.91
2,79.56,146.64,23.6,17.71,0.05,17.77,137.61
2,87.43,155.95,23.02,22.35,0.1,13.4,121.72
2,87.33,153.97,25.82,23.66,0.08,35.39,106.17
2,110.39,182.54,31.49,24.74,0.04,36.01,82.2
2,77.51,125.01,22.49,20.06,0.05,14.36,72.16
2,86.96,129.99,18.03,21.23,0.05,4.83,62.6
2,76.29,115.53,13.75,20.38,0.05,8.75,69.99
2,67.06,100.34,13.29,18.78,0.06,4.7,54.92
2,68.34,104.45,16.99,20.29,0.06,6.43,45.63
2,66.28,117.3,29.99,21.68,0.05,7.21,45.97
2,64.98,116.14,29.83,21.32,0.06,8.83,50.28
2,75.46,132.84,37.84,21.88,0.13,30.48,51.98
2,81.58,141.85,24.35,19.33,0.05,11.04,59.76
2,78.27,142.86,29.01,19.12,0.06,10.32,58.53
2,79.01,138.14,29.17,20.29,0.06,10.18,58.04
2,77.98,137.31,28.04,21.11,0.06,7.22,50.69
2,77.96,155.73,38.7,23.45,0.06,31.01,40.77
2,79.04,143.38,28.23,26,0.08,8.67,45.46
2,77.78,131.14,28.33,26.3,0.09,7.62,43.26
2,76.48,131.86,21.04,22.05,0.06,7.49,45.71
2,74.2,135.97,22.55,20.24,0.07,12.16,53
2,78.23,140.66,28.7,21.73,0.05,12.45,45.35
2,68.53,147.48,39.46,19.74,0.04,23.68,37.99
2,62.08,152.59,41.29,19.42,0.05,8.97,34.93
2,50.64,130.36,29.49,19.89,0.07,10.61,40.57
2,44.21,119.52,21.23,23.31,0.07,5.86,31.73
2,50.71,115.65,25.13,11.19,0.06,8.16,32.58
2,42.27,100.54,20.33,13.4,0.66,8.99,32.18
2,39.41,101.1,17.83,17.9,0.81,5.86,28.72
2,50.56,116.89,25.44,11.05,0.97,5.25,23.36
2,50.54,120.05,16.74,13.02,0.9,17.9,36.66
2,26.22,62.82,12.54,12.32,0.61,8.25,23.74
2,31.83,66.74,11.14,11.9,0.61,5.87,24.72
2,70.26,112.29,6.57,13.05,0.62,7.29,31.4
2,59.47,99.73,7.18,11.94,0.68,7.62,30.57
2,58.71,99.04,7.62,11.99,0.86,6.89,36.2
2,56.29,107.96,9.02,10.89,0.95,12.91,48.39
2,50.41,118.62,15.01,20.24,0.69,11.81,33.46
2,57.53,128.81,14.88,33.72,0.78,25.39,31.15
2,43.82,97.19,9.45,22.52,0.67,17.62,27.62
2,42.71,80.24,22.25,24.68,0.49,9.53,30.68
2,54.73,94.12,9.73,22.79,0.58,8.21,30.21
2,50.91,99.84,12.39,23.18,0.64,10.34,26.24
2,38.5,106.7,12.69,19.54,0.58,11.02,26.62
2,32.21,107.43,15.32,18.13,0.6,11.81,24.84
2,35.36,107.25,14.52,16.57,0.85,10.87,23.99
2,59.65,127.26,16.94,20.46,0.7,10.82,21.64
2,46.16,115.95,18.59,16.35,0.89,9.18,16.94
2,34.31,107.74,18.66,15.88,0.89,13.97,16.28
2,39.52,113.31,27,18.5,0.81,15.02,18.8
2,43.08,116.06,14.54,22.46,0.79,22.7,25.64
2,38.1,97,17.68,19.27,0.79,13.89,22.73
2,33.08,83.16,14.38,14.52,0.72,8.98,23.63
2,29.7,77.45,13.01,12.72,0.65,9.71,29.26
2,38.67,82.67,15.74,12.41,0.66,12.63,22.9
2,30.04,83.07,22.65,12.52,0.78,8.98,17.81
2,39.72,103.81,30.06,14.03,0.81,9.68,17.53
2,38.21,78.95,14.85,14.15,0.75,8.03,22.81
2,58.31,124.64,25.14,14,1.03,10.21,22.24
2,62.49,113.56,18.7,16.53,0.91,12.68,26.26
2,49.04,102.46,15.26,14.09,0.64,6.82,26.52
2,41.67,80.09,9.19,13.51,0.78,8.35,30.38
2,32.44,75.3,15.02,12.65,0.68,7.75,21.52
2,26.43,80.85,19.8,11.64,0.72,9.43,16.52
2,25.08,60.67,13.94,14.1,0.56,8.63,13.8
2,26.09,63.05,9.51,10.74,0.58,11.33,21.38
2,16.62,39.94,8.43,11.53,0.58,6.37,12.68
2,49.58,82.95,14.27,13.47,0.7,12.47,20.32
2,43.52,80.01,16.16,13.75,0.8,10.57,23.36
2,39.83,76.09,11.5,13.34,0.7,8.89,23.13
2,36.89,76.61,15.39,13.96,0.57,7.04,13.58
2,48.71,96.46,12.65,13.01,0.92,15.45,27.48
2,52.69,94.25,11.58,15.35,0.59,16.81,19.03
2,46.48,95.41,11.5,15.02,0.6,15.55,21.04
2,44.22,77.62,7.52,14.58,0.73,9.61,23.87
2,35.91,71.26,6.19,13.53,0.67,3.69,27.58
2,39.05,81.51,8.11,10.94,0.68,7.26,23.74
2,30.21,67.22,10.25,11.24,0.58,13.19,20.89
2,31.14,60.35,9.05,11.8,0.83,14.42,20.99
2,26.82,52.51,7.14,11.54,0.69,13.63,23.6
2,26.34,52.07,7.41,9.3,0.57,18.83,23.6
2,28.48,55.8,6.23,10.49,0.64,12.97,24.19
2,21.83,52.92,5.09,7.53,0.55,8.3,23.34
2,24.23,52.06,11.23,8.17,0.56,9.95,23.86
2,22.29,55.96,9.64,10.88,0.67,8.08,19.63
2,25.28,54.59,9.24,12.44,0.72,8.7,19.64
2,19.68,45.57,5.2,8.44,0.69,5.86,14.34
2,29.89,71.75,9.25,9.17,0.87,10.34,20.63
2,24.4,70.25,9.84,10.27,0.74,7.4,13.13
2,20.05,79.5,10.69,9.77,0.65,10.35,34.29
2,23.72,55.74,8.18,10.54,0.81,6.71,19.29
2,26.12,56.77,10.14,9.83,0.5,6.88,14.32
2,13,29,4.6,20.1,0.89,9.16,19.6
2,9.25,35.45,6.48,9.06,0.54,6.2,21.66
2,7.16,26.39,5.99,8.62,0.59,6.62,14.29
2,7.97,33.2,7,8.66,0.61,6.01,11.52
2,6.48,23.83,3.83,8.32,0.47,5.97,11.63
2,7.2,34.11,6.14,7.23,0.5,7.01,18.9
2,8.27,27.27,6.14,6.04,0.53,6.69,7.51
2,17.79,53.96,7.31,8.37,0.73,10.53,28.54
2,9.21,27.62,3.9,6.59,0.44,6.91,11.95
2,24.83,67.21,6.25,10.45,0.56,15.16,30.26
2,19.78,49.86,5.14,6.3,0.66,7.64,23.67
2,8.85,30.54,4.26,5.01,0.36,5.44,20.73
2,25,61,7.2,7.5,0.89,9.16,19.6
