Date,T_mean,T_max,T_min,RH_mean,RH_max,RH_min,Prs_mean,Prs_max,Prs_min,Ac_R,WS_mean,DWD,WG,CO,NO,NO2,O3
23-Sep-12,23.3,27.4,17.8,57.5,76,45,1018,1019.7,1017,0,1.7,N,16.1,1.4,46.1,54.9,40.9
24-Sep-12,23.9,29.2,17.9,52.1,65,32,1014.8,1016.9,1012.2,0,1.6,S,16.1,1.8,86.5,69.5,41.6
25-Sep-12,25.2,31.3,19.4,62.9,74,42,1012.4,1013.4,1011.5,0,1.4,SSW,17.7,2,86,74.8,29
26-Sep-12,27.5,35.1,20.6,52.5,78,25,1014.3,1016.1,1013.1,0,1.9,NNW,17.7,2.5,105.6,71,22.3
27-Sep-12,27,32.2,21.8,57,77,38,1016.2,1017.4,1015.1,0,2,NNW,22.5,2,94.1,66,26
28-Sep-12,28,33.6,21.6,44.4,71,32,1016.6,1017.8,1015.1,0,4.1,NE,29,2.5,96.8,85.4,18.8
29-Sep-12,28.4,33.9,22.9,34.8,51,23,1016.7,1017.8,1015.5,0,5.7,NNE,43.5,2,81,80.8,17.5
30-Sep-12,28.5,35.1,22.4,35.7,49,24,1016.8,1017.9,1015.3,0,2.3,N,17.7,1.7,66.5,70.5,26.7
1-Oct-12,26.7,32.9,21,47.2,72,24,1017.7,1019.2,1016.5,0,2.2,NNE,22.5,1.5,65,62.5,38.4
2-Oct-12,25.1,29.4,21.3,61.7,77,44,1016.8,1018.7,1015.2,0,1.6,SW,17.7,1.1,32.7,52.1,42.6
3-Oct-12,25.8,30.4,21.3,59.5,75,40,1014,1015.1,1012.6,0,2.8,S,20.9,1.1,39.7,49.6,28.9
4-Oct-12,24.9,28.4,22.1,57.7,73,41,1013.7,1014.7,1012.4,0,1.5,NNE,19.3,1.4,35.3,59.3,29.3
5-Oct-12,24.6,29,20,56.5,74,40,1016.6,1019,1014.3,0,2.4,NNE,19.3,1.7,55,61.5,34.5
6-Oct-12,24.5,28.9,19.9,47.3,64,35,1018.7,1019.8,1017.7,0,5.6,NNE,30.6,1.6,50.6,67,23.1
7-Oct-12,24,28.3,18.8,50.8,67,35,1015.1,1017.9,1012.4,0,2.8,S,20.9,1.3,50,53.3,45.1
8-Oct-12,24.4,29.6,20.2,57.9,77,30,1011.2,1012.6,1009.9,0,2,SSW,20.9,1,19.8,49.9,42.9
9-Oct-12,22.2,25.4,20.3,62,72,52,1012.2,1013.8,1010.9,0,7.1,N,30.6,0.9,16.8,36.9,37.4
10-Oct-12,21.2,23.8,19.9,66.5,71,56,1010.6,1011.3,1009.8,0.2,5,N,24.1,0,0,0,0
11-Oct-12,22,25.3,19.6,64.4,73,52,1012.5,1015.7,1010.4,0.2,2.5,SSW,19.3,0.9,11,40.3,66.7
12-Oct-12,22.4,25,19.1,73.7,84,61,1016.4,1017.4,1015.3,0,3.1,SSW,22.5,1.3,46.8,50.6,33.8
13-Oct-12,23.5,27.5,21.1,72,85,50,1015.5,1017.1,1014.3,0,2.1,SSW,19.3,1.1,30.3,42.9,28.5
14-Oct-12,23,26.9,19.9,72.6,85,58,1014.3,1016.6,1012.5,0.4,3.8,S,38.6,1.3,47.8,43.4,22.4
15-Oct-12,23.2,26.8,19.2,78.2,86,59,1016.1,1018.3,1014.2,0.2,2.4,SSW,24.1,1,36,36.5,23.9
16-Oct-12,24.4,28.8,21.2,77.9,88,54,1019,1020.4,1017.6,0,1.7,ESE,19.3,1.2,40.5,42,19
17-Oct-12,25.3,29.1,22,70.7,86,54,1019.9,1020.8,1019.1,0,1.2,SSW,16.1,1.4,48,58.5,14
18-Oct-12,24.6,29.4,21.1,55.6,69,39,1020.5,1021.4,1019.2,0,4,NNW,24.1,1.7,47.5,45.5,24.9
19-Oct-12,23.4,28.2,18.2,51.8,71,35,1020.1,1021.4,1018.9,0,3.3,NNE,29,1.6,33,57.9,29.5
20-Oct-12,21.9,26.3,17.2,49.3,62,33,1018.1,1019.7,1016.8,0,5.4,NNW,27.4,1.5,43.3,63.9,26.2
21-Oct-12,20.5,23.5,18.2,54.6,64,41,1016.7,1017.6,1015.8,0,6.2,N,33.8,1,21.2,43.1,37.8
22-Oct-12,18.5,21,16.6,73.7,85,59,1015.9,1016.6,1015.3,2,1.9,W,22.5,0.9,21.7,43,25.6
23-Oct-12,17.9,20.6,16.1,79.1,88,69,1015.8,1016.7,1014.8,4,2.2,NE,24.1,1.3,41.7,50.6,15.5
24-Oct-12,18.1,20.8,16.1,77.9,89,65,1015.8,1016.6,1014.9,2.4,3.3,NNE,27.4,1.5,42.4,50.7,14.6
25-Oct-12,18.6,23.4,14.7,67.7,85,47,1014.2,1015.8,1012.5,0,0.9,ENE,14.5,1.7,55.3,55.9,21.1
26-Oct-12,18.8,23.2,13.9,71.5,86,57,1012.5,1013.6,1011.3,0,1.3,SSW,17.7,2.5,136.1,61.2,19.5
27-Oct-12,20.9,24.4,15.3,76.6,88,61,1010.4,1011.8,1008.8,0,5,S,38.6,2,97.9,47.6,26.1
28-Oct-12,23.7,25.3,22.4,71.9,85,59,1009.8,1011.6,1008.6,0,11.1,SSE,41.8,0.5,9.5,21,50.3
29-Oct-12,22.3,25.6,19.3,68.9,79,49,1007.1,1008.8,1005,2.2,5,WSW,37,0.8,17.5,35.1,33.3
30-Oct-12,19.3,22.6,16.8,51.6,68,40,1011.6,1014.6,1008.3,0,3,WSW,35.4,0.9,22.3,41.3,37.9
31-Oct-12,19.1,23.2,14.1,54.1,72,34,1014.6,1015.8,1013.3,0,1.3,N,14.5,1.4,56,56.4,24
1-Nov-12,21.5,23.9,16.8,73.9,88,67,1010.4,1014.4,1007.7,0,4,S,25.7,1.4,40.9,50.8,23.3
2-Nov-12,22.3,26.9,18.8,65,92,38,1010.5,1013.9,1007.7,0,1.7,WSW,25.7,1.3,54.6,52.2,17.5
3-Nov-12,20.7,25.3,16.3,63.4,76,45,1016.7,1018.5,1013.8,0,1.3,N,14.5,1.8,80.5,58.8,20.3
4-Nov-12,20,23,16.6,70.3,79,60,1017.9,1019.1,1016.6,0,1.1,SSW,14.5,1.7,72.1,48.5,24.1
5-Nov-12,20.1,22.9,16.1,70.8,81,58,1015.4,1017.1,1013.8,0,1.9,SSW,22.5,1.3,48.7,46.3,24.5
6-Nov-12,22.9,27.5,19.6,65,85,46,1013.9,1015.5,1012.6,0,2.7,SSW,27.4,1.1,15.5,31.7,35.1
7-Nov-12,20.6,25.4,16.1,65.8,91,48,1016,1017.6,1014.7,31,2.7,WSW,24.1,1.2,14.3,34.5,29.8
8-Nov-12,14.6,16.3,13,66.8,85,54,1019.3,1020.9,1014.9,5,5.3,N,33.8,1.1,18.7,32.7,29.1
9-Nov-12,15.2,19.7,11.3,61.2,72,46,1017.1,1019.8,1014.9,0,1.5,N,14.5,1.6,52.7,50.6,22.2
10-Nov-12,14.9,18.7,11.3,66,77,52,1020.6,1024.4,1016.7,0,5.4,NNE,29,1.6,54.2,50.7,14.9
11-Nov-12,15.3,18.7,11.2,64,78,50,1025.4,1026.7,1024.3,0,5.8,NNE,32.2,1.2,32.8,42.1,21.3
12-Nov-12,15.3,18.9,10.6,66.2,78,56,1025,1026.5,1023.8,0,3.4,NNE,29,1.8,66.3,55.7,11.6
13-Nov-12,15.7,21.6,11.4,67.2,81,48,1022.5,1024.1,1020.9,0,0.8,NE,11.3,2.2,104.3,63.9,10.5
14-Nov-12,15.1,18.9,10.1,67.7,82,55,1023.1,1024.1,1022,0,9.1,NNE,40.2,1.9,76.3,51.2,16.3
15-Nov-12,15.6,18.2,14,67.7,75,54,1022.1,1023.6,1020.6,0,9.1,NNE,40.2,1.6,42.9,42.1,19.6
16-Nov-12,16.4,18.9,14.6,71.2,77,64,1020.2,1021.2,1019.1,0,3.6,N,20.9,1.7,56,55,9
17-Nov-12,16.5,18,15.6,74.7,78,70,1018.3,1019.2,1017.6,0,9.4,NNE,38.6,1.3,27.7,35.2,25.5
18-Nov-12,16.3,18.9,14.2,70.9,79,60,1018.8,1019.9,1017.7,0,8.6,NNE,32.2,1.1,25.5,36.4,29.7
19-Nov-12,16.2,18.6,13.4,75.4,87,66,1018.2,1019.7,1016.8,4.4,4.4,N,19.3,1.7,45.8,51.1,11.9
20-Nov-12,17.2,20.1,15.5,84.9,92,71,1016.3,1017.4,1015.1,14.2,2.4,S,19.3,1.3,43.4,48.7,19.8
21-Nov-12,15.9,16.6,15.3,88.9,93,80,1017.7,1019.3,1016.5,18,3.3,S,32.2,1.4,51.7,51.7,7.7
22-Nov-12,15.6,17.7,14.7,68.2,81,56,1021.6,1023.5,1019.1,0,11.1,NNE,48.3,1.5,41.7,37.7,18.3
23-Nov-12,15,16.9,13.6,68.5,78,58,1023.4,1024.6,1022.8,0,5.8,N,24.1,1.8,44.2,43,16
24-Nov-12,14.6,18.2,12.8,73.4,83,60,1023.1,1024.7,1022,0,4,NNE,22.5,1.5,46,43.6,12.1
25-Nov-12,14.1,17.3,11.3,68.4,79,56,1023.4,1024.9,1021.9,0,4.1,N,22.5,1.4,41.5,45,17.5
26-Nov-12,14.4,18,11.4,70.5,83,51,1022.3,1023.9,1021.1,0,3.4,NNW,19.3,1.9,57.3,49.9,12.8
27-Nov-12,15,18,11.4,77.3,89,67,1020.2,1021.5,1019,0,1.7,NNW,19.3,2.1,90.4,52.4,12.5
28-Nov-12,17.5,20.1,13.2,81.5,91,72,1017.2,1019.1,1015.1,0,5.7,S,38.6,1.9,87.4,42.6,23.1
29-Nov-12,19.2,21.1,17.7,76.6,89,63,1010.4,1015,1007.4,16,12.7,S,49.9,0.6,10.3,22.7,47.9
30-Nov-12,18.6,20.2,15.6,81.3,89,74,1010.5,1013.4,1008.6,6.6,7.2,S,43.5,0.7,14.7,28.4,41.1
1-Dec-12,16.2,20.2,13.7,82.9,92,67,1013.8,1017,1011.7,16.2,1,SW,14.5,2,84.7,56,11.5
2-Dec-12,16.3,20.5,11.9,78.9,90,63,1011.5,1017.3,1005.6,0.2,3,SW,25.7,2.4,107.1,42.1,17.7
3-Dec-12,14.8,19.7,11.4,61.2,79,45,1006.6,1010.8,1002.8,0,7.3,W,51.5,0.7,25,32.3,44
4-Dec-12,10.7,13.9,7.2,49.1,79,28,1010.9,1012.8,1005.4,0,3.4,W,32.2,1.6,67.1,41.6,27.8
5-Dec-12,12,16.4,7,70.1,82,57,1005.5,1010.6,1002.5,1.4,2.9,SSW,30.6,1.7,95.8,46.5,19.2
6-Dec-12,12.7,15.8,9.7,65.6,80,46,1007.2,1009.1,1005.6,1,2.3,W,30.6,1,31.5,44.9,26.4
7-Dec-12,11,14.3,7.4,63.1,80,43,1013.3,1017.6,1008.8,0,1.9,N,19.3,1.8,70.6,48.3,21.2
8-Dec-12,12.1,15.4,6.7,71.5,88,48,1013.3,1017.3,1005.8,6.2,6.3,S,38.6,2.4,114.5,47.6,19.4
9-Dec-12,13,15.7,8.7,73.8,85,53,1005,1005.9,1003.5,5.8,3,SSW,40.2,0.9,34.5,39.1,29.9
10-Dec-12,9.2,12.3,6.3,68.5,88,47,1008.5,1012.8,1004.4,0.2,2.1,N,22.5,1.8,77.8,49,12.2
11-Dec-12,11.7,17.1,7.1,68.6,84,53,1010.2,1012.9,1006.4,0,2.9,SSW,38.6,1.5,75.5,50.1,18
12-Dec-12,11,15.3,7.4,57.9,73,38,1016.6,1021,1012.5,0,3.6,N,22.5,1.4,55.3,49.4,21.5
13-Dec-12,9.2,12.4,6.7,62.5,77,43,1025.7,1028.8,1021.2,0,3.9,N,17.7,1.5,36.1,45.5,21.5
14-Dec-12,9.8,12.4,8,61,69,50,1028.8,1029.8,1027.9,0,5.5,N,19.3,2,51.2,54.6,13.3
15-Dec-12,11.3,13.2,9.2,68.8,78,59,1027.6,1029.7,1024,0,1.5,NNW,12.9,2.1,79.9,58.6,14.3
16-Dec-12,13.5,17.9,9.2,78.8,89,61,1019,1024,1014.2,0,0.4,WSW,9.7,3.7,172.8,64.1,7.9
17-Dec-12,15.1,19.7,10.5,78,92,58,1011.9,1014.4,1009.5,11,1.8,WSW,19.3,3.1,143.7,52.4,7
18-Dec-12,13,15.9,10.6,79.9,91,63,1005.9,1009.4,1003.7,19.6,3.4,W,19.3,1.2,38.3,44.7,12.4
19-Dec-12,10.9,13.8,8.4,70.6,84,60,1006.9,1009.9,1004.8,0,3.4,N,33.8,1.6,50.3,45.5,11.4
20-Dec-12,8.9,10.4,7.9,64.6,70,59,1013,1016.3,1009.3,0,6.4,N,33.8,1.2,26.2,33.3,22.5
21-Dec-12,9.5,12.4,5.3,66.8,80,50,1015,1016.5,1013.3,0,1.8,WSW,14.5,1.8,65.5,50.9,12.8
22-Dec-12,9.6,10.8,7.9,74.8,83,68,1014.1,1018,1012,0.8,12.6,NNE,45.1,1.3,39.9,38.4,19
23-Dec-12,8.6,10.5,6.7,61.6,71,52,1019.9,1022.5,1017.5,0,8.7,NNE,35.4,1.3,33.2,38.6,23.8
24-Dec-12,8.9,12.9,4.7,67.3,80,54,1024.7,1026.8,1022.1,0,1,N,19.3,2.4,106.9,53.3,13.9
25-Dec-12,10.4,16.7,5.3,73,89,47,1026,1027.2,1024.9,0,0.4,SSW,11.3,4.2,221.4,54.4,11.9
26-Dec-12,11.7,17.4,7,81.3,92,55,1023.6,1025.5,1021.8,0.2,0.6,SW,12.9,3.7,191.5,51.8,9.2
27-Dec-12,13.2,18.7,8.6,80.5,92,60,1021,1022.2,1019.7,0.2,1,SW,16.1,2.3,95.2,60.2,6.7
28-Dec-12,13.3,17.8,9.7,82.2,92,65,1016.8,1019.9,1013.7,0.2,0.9,WNW,14.5,2.8,136.6,55.6,8.5
29-Dec-12,12.1,14.5,9.9,86.4,90,76,1015,1018,1012.5,27.2,3.4,N,25.7,2.3,115.9,56.1,5
30-Dec-12,10.3,11.5,8.9,88.2,93,81,1020.1,1022.4,1017.4,50,2.8,N,24.1,1.2,46.2,43.8,7.8
31-Dec-12,10.8,12.1,9.7,80.5,86,75,1021.7,1022.8,1021,2.6,0.8,W,16.1,1.4,48.2,47.1,9
1-Jan-13,11.3,14.6,8.1,78.3,88,66,1021.2,1022.7,1020.1,0,1,NNW,17.7,2,84.3,42.1,9.8
2-Jan-13,10.9,15.3,6.6,82.7,92,65,1025.4,1028.8,1022.7,0,0.6,SSW,14.5,3,152.8,47.4,8.3
3-Jan-13,11.6,16.2,7.7,78.5,93,65,1030,1031.6,1028.6,0.2,0.6,SSW,16.1,3.7,196.5,57.1,6
4-Jan-13,11.2,16.3,6.9,64,83,38,1023.2,1028.5,1018.9,0,0.6,N,12.9,2.5,135.4,61.6,8.8
5-Jan-13,11.3,15,8.1,57.4,76,40,1014.2,1018.9,1009.2,0,1.2,W,19.3,2.1,98.5,56.7,11.3
6-Jan-13,8.6,11.3,6.3,65.5,76,57,1011.6,1014.7,1007.7,0,6.8,N,48.3,1.2,45.2,34.6,21.1
7-Jan-13,8.2,12.7,4.9,49.2,64,35,1014.8,1018.6,1012.5,0,7,N,43.5,0.9,24.4,37.5,24.5
8-Jan-13,3.1,6.7,1.4,70.6,88,51,1023.2,1024.9,1018.9,2.4,7.4,N,37,1,30.4,37.8,23.6
9-Jan-13,5,8.6,0.9,60.5,74,47,1024.3,1026.1,1023.2,0,0.9,SSW,14.5,1.7,76,41.7,18.7
10-Jan-13,7.6,11.2,2,64.2,79,39,1021.4,1024.1,1017.3,0,1.3,S,17.7,3.9,204.2,51.9,9.6
11-Jan-13,13.2,16.7,8.3,79.3,90,63,1013,1017.2,1011.2,2.2,1.9,SW,29,2.7,129.2,44.3,13.8
12-Jan-13,11.5,15.7,7.5,74.9,92,58,1014.3,1019.5,1011.3,0,1.4,N,19.3,2.6,134.6,43.7,12.7
13-Jan-13,10.4,15.3,5.9,73.1,88,46,1023.2,1025.3,1019.6,0,0.8,N,14.5,2.9,138.6,44,13.1
14-Jan-13,11.9,15.4,7.7,77.5,87,64,1026.1,1027.2,1025.2,0,1.7,SSE,27.4,2.5,110.8,47.6,10.1
15-Jan-13,13.3,16.2,8.6,80.3,90,67,1022.5,1025.9,1017.2,0.8,5.4,S,33.8,1.8,83,40.4,20.5
16-Jan-13,13.6,15.9,10.1,76.3,92,59,1010.9,1016.9,1006.6,37,9.9,S,51.5,0.6,0,0,49.8
17-Jan-13,13.5,15.9,9.3,73.6,82,60,1008,1010.2,1004.9,0.8,6.5,S,43.5,0.9,0,0,35.2
18-Jan-13,12.3,15.3,8.6,74.8,88,59,1001.2,1004.7,999.3,3.8,7.7,S,46.7,0.7,0,0,43.5
19-Jan-13,11.1,14.3,7.2,65.4,82,51,1008,1013.1,1002.4,0.2,3.7,WSW,35.4,1.1,20.3,31.8,30.1
20-Jan-13,14,18.4,8.8,73.1,84,54,1014.4,1015.9,1012.5,0,2.7,SSE,20.9,1.6,58.9,41.2,19.1
21-Jan-13,15.2,18.7,10.9,75.7,90,51,1009.3,1013.6,1006,0.2,5.3,SSE,45.1,1.5,50,38.1,24.6
22-Jan-13,14.4,17.4,10.4,71.1,85,55,1009.1,1011,1006.7,0,2.5,SSW,29,1.1,34.6,32.2,26.3
23-Jan-13,13.7,16.5,11.3,62.1,77,47,1014.6,1016.1,1010.9,0,2.3,W,32.2,1.4,57,38.6,25.5
24-Jan-13,13,17.3,7.9,79.5,90,67,1008.3,1014.7,1003.6,15.2,6.8,S,51.5,1.5,53,35.7,26.7
25-Jan-13,11.6,14.9,7.7,78.7,90,61,1003.2,1005.8,1000.2,14.4,6.5,S,53.1,1.5,52.9,34.8,32.3
26-Jan-13,10.8,14.3,8.7,79.8,88,66,1001.3,1006.9,998.5,11.4,2.1,N,20.9,1.5,31.8,40.8,20.1
27-Jan-13,9.8,12.2,8.4,73.9,80,63,1012.2,1015.7,1007,0,4,N,20.9,1,12.1,21.3,19.9
28-Jan-13,10.5,13,8.4,71.5,82,62,1015.7,1017.7,1014.2,0,2.4,NNW,20.9,1.3,30.2,27.9,22.2
29-Jan-13,8.9,11.3,6,77.2,88,65,1019.7,1021,1017.6,0,3.8,NE,22.5,2,50.4,39.5,11.1
30-Jan-13,11,15.5,5.5,53.6,83,27,1017.9,1020.4,1015.7,0,1.3,NE,16.1,1.6,53.5,48.6,18.8
31-Jan-13,12.1,16.3,6.7,59.5,75,39,1015.4,1018.7,1011.9,0,4.5,N,37,1.6,47.9,38.8,23.6
1-Feb-13,12,14.9,6.9,56.1,80,36,1017.1,1019.6,1013.1,0,3.2,SSW,48.3,1.6,54.8,40.5,26.7
2-Feb-13,14,17.8,8.3,75.1,87,57,1011.2,1013.2,1009.5,0,4.1,SSW,29,1.3,35.5,34,24
3-Feb-13,16.2,18.3,14.9,79.3,89,66,1012,1015.3,1010.1,0,13.8,S,51.5,0.5,4.5,12.3,47.5
4-Feb-13,16,18.9,13.7,78.1,87,58,1016,1017,1014.7,0,1.7,S,25.7,1.4,38.1,32.8,23.2
5-Feb-13,14.6,17.7,10.6,73.5,91,58,1014.8,1017.3,1011.6,0,4.5,NNE,24.1,2,48.6,46.3,11.8
6-Feb-13,13.3,16.6,9.3,75.2,87,62,1008.5,1011.7,1006.4,0,2.1,SSW,19.3,1.5,52.7,38.8,20.6
7-Feb-13,13.9,16,11.4,74.1,84,62,1003.9,1007.2,1001.4,8.8,9.9,S,53.1,0.6,8.5,18.5,52.5
8-Feb-13,11.8,14.5,7.6,66,82,57,1004.8,1009.5,1001.6,0.6,2.8,SW,27.4,0.9,17.5,32.3,37.8
9-Feb-13,11.7,15.4,6.6,65.7,87,47,1012,1013.2,1009.3,0,3.2,SSW,29,1.2,46,35.7,30.3
10-Feb-13,11.7,15.3,8,60.9,78,47,1011.8,1013.3,1010.1,0,1.8,SW,22.5,0.8,15.7,33,37.5
11-Feb-13,10.3,13.8,7.3,59.7,78,42,1014.8,1019.6,1010,0,3.4,W,30.6,1,22.1,34.1,33.9
12-Feb-13,11.7,15.4,5.8,69,78,47,1018.5,1019.9,1017.1,0,4.6,S,30.6,1.7,71.3,41.5,26.2
13-Feb-13,12.4,14.2,8.3,77.2,91,62,1014.6,1017.3,1013.8,42.2,6,S,43.5,0.8,16.2,31.8,40.3
14-Feb-13,10,12.3,8.8,84.3,89,75,1009.6,1013.9,1006.8,11.6,2.5,N,19.3,1.1,26.6,42.4,22.7
15-Feb-13,9.8,12.2,8.1,80.2,87,70,1013.2,1018.8,1007,4.4,3.5,N,32.2,1.5,43,40.4,14
16-Feb-13,11,14.6,8.5,75.9,87,58,1018.4,1019.5,1017.1,9.2,2.9,NNW,24.1,1.6,56.9,36.9,17.1
17-Feb-13,8.4,9.9,5.7,81,88,72,1017.8,1019.9,1015.8,8.6,6.2,NNE,40.2,1.2,28.1,36.1,22.7
18-Feb-13,9.3,12.7,5.8,71,83,53,1019.5,1020.4,1018.5,0,2.9,NNW,19.3,1.7,52.5,46.3,14.9
19-Feb-13,11,14.3,7.9,78.9,90,65,1012.9,1018.5,1009.7,4.2,2,WSW,29,1.5,50.5,43.7,18.3
20-Feb-13,11.2,15.6,7,62.7,80,41,1017.2,1019.4,1012.6,0,2.3,NNW,29,0.6,7,29.3,33
21-Feb-13,11.9,15.1,8.9,73.7,82,60,1014.5,1019,1005.7,0.8,3.3,NNW,33.8,0,0,0,0
22-Feb-13,12,15,10.2,85.3,92,74,1004.9,1009.4,1002.8,97,3.7,NNW,25.7,2,65.5,54.5,5.4
23-Feb-13,13.2,17.8,8.6,79.6,93,57,1014.3,1018.9,1009.5,0,1.1,SSW,17.7,2.8,123.5,41.9,15.7
24-Feb-13,15.4,19.4,9.6,72.4,92,54,1019.5,1020.6,1018.2,0.2,4.2,S,33.8,2.1,87.4,34.8,24.1
25-Feb-13,16.3,20.5,12.3,73.9,90,53,1018.2,1019.9,1016.5,0,6,SSE,30.6,1.3,47,36.8,25.2
26-Feb-13,15.3,19.2,9.7,67.7,89,43,1017.5,1019,1016.1,0,3.1,SSW,22.5,0.8,15.3,31.6,39.9
27-Feb-13,12.6,15.8,9.1,61.6,81,43,1017.6,1020.4,1015.6,0,3.6,W,30.6,0.8,16.1,35.1,39
28-Feb-13,10.2,12.3,8.7,68.8,75,62,1023,1024.6,1020.1,0,8.1,NNE,33.8,1.2,25.3,31.4,29.2
1-Mar-13,10.6,14.4,6.8,63.8,79,47,1020.4,1023.7,1017.5,0,2.1,SSW,20.9,1.4,35.8,40.3,31.3
2-Mar-13,11.7,15,7.1,71.4,84,62,1015.1,1017.6,1012.2,0,3.1,SSW,27.4,1.6,65.6,41.5,29.2
3-Mar-13,11.4,13.6,8.4,70.7,86,54,1012.6,1017,1009.7,5.6,11.8,NNE,56.3,0.8,14.4,27.6,42.7
4-Mar-13,11.4,16.8,5.8,66,84,45,1019.9,1024.2,1017,0,1.6,N,22.5,1.6,61.5,45.1,22.9
5-Mar-13,11,13.9,8.1,61.6,81,51,1029,1031.6,1024.3,0,8.7,N,32.2,1.7,44.6,43.4,28.5
6-Mar-13,11.4,14.4,7.9,57.2,68,42,1026.5,1030.6,1021.7,0,3.3,N,25.7,1.2,30,50.1,30.8
7-Mar-13,12.7,14.8,11.3,78.2,87,68,1017.7,1021.3,1014.2,5.4,1.4,NE,17.7,1.9,53.1,63,11.9
8-Mar-13,13.5,17.1,10.7,82.4,91,63,1013.3,1014.3,1011.8,0.2,1.3,SSW,16.1,2,73.7,53.8,14.7
9-Mar-13,15.9,20.4,11.1,74.3,92,58,1010.1,1011.9,1008.1,0.4,2.4,SSW,19.3,2,72.4,42.1,27.3
10-Mar-13,16.2,19.9,12.9,68.7,87,48,1009.5,1011.3,1007.3,0,1.9,SSW,19.3,1.4,36.5,41,32.8
11-Mar-13,16.6,20.7,12.3,72.4,89,55,1004.8,1007.1,1003.1,0,2.7,SSW,20.9,1.8,64.5,43.4,26.7
12-Mar-13,16.8,21.2,12.8,55.5,72,38,1005.1,1008.3,1003.3,0,3.9,WSW,32.2,0.8,16,35.9,42.1
13-Mar-13,15.7,19.2,10.7,68.7,86,51,1007.8,1008.8,1006.7,0,5.5,S,38.6,1,24.1,35.4,42.4
14-Mar-13,17.2,20.9,14.4,63.1,80,41,999.2,1006.7,993.7,0,11.1,SSW,43.5,1,11.4,25,59.8
15-Mar-13,13.8,16.5,10.5,58.3,65,47,1000.5,1004.4,996.6,0,5.8,SSW,38.6,0.6,6.5,22.7,62.6
16-Mar-13,10.9,14.8,8.3,59.6,75,45,1011.4,1018.6,1004.1,0,3.1,W,30.6,0.9,14.2,35.6,43.9
17-Mar-13,10.1,14.2,7.2,58.8,72,40,1021,1023.9,1018.6,0,2.1,WSW,19.3,1.1,18.5,35.7,44.6
18-Mar-13,11.5,13.8,7.3,70.7,82,56,1019.5,1023.1,1014.9,0.2,4.2,SSW,29,1.2,27.7,35.2,43.5
19-Mar-13,15.1,17.6,12.1,76.1,89,68,1011.9,1014.8,1009.7,0,8,S,37,0.8,8.6,26.1,63
20-Mar-13,16,19.8,10.6,71.4,90,51,1012.6,1014.2,1009.8,0,1.6,SW,24.1,1.9,68.2,55.5,19.2
21-Mar-13,17.5,20.5,13.8,66.3,85,48,1004.7,1009.6,1001.6,0,4.6,S,41.8,1.4,28.6,48.8,29.3
22-Mar-13,14.8,18.6,11.9,47.9,68,34,1005.3,1010,1002.3,0,9.1,W,48.3,0.7,5.8,22.3,67.1
23-Mar-13,13.8,18.8,8.8,42.1,67,20,1014.3,1016.5,1010.1,0,3.5,S,25.7,0.9,14.8,39.9,57.4
24-Mar-13,14.5,18.4,9,69.8,82,52,1016.1,1017.6,1014.6,0,4.6,S,30.6,1.2,31.8,41.8,52.8
25-Mar-13,16.3,19.3,12.2,73,85,57,1008.6,1014.5,1003,0,7.3,S,38.6,0.7,7.8,27.6,58.4
26-Mar-13,16.6,20.2,14.1,62.6,82,49,1002.9,1006.1,1001.4,0.2,5.1,SW,35.4,0.6,5.9,23,62.7
27-Mar-13,16.7,20.5,12.5,63.2,74,52,1008.4,1012.2,1005.9,0,3.3,SW,30.6,0.8,11.4,31.8,48.4
28-Mar-13,15.4,19.4,13.3,74.2,84,58,1016.2,1019.4,1012.1,2.6,1.6,SSW,17.7,1.2,32.2,45.9,28.3
29-Mar-13,15.8,19.6,12,75.9,87,60,1018.2,1019.3,1016.6,0,1.4,WSW,16.1,1.1,27.4,44.3,27.9
30-Mar-13,18.5,22.9,13.7,65.3,84,46,1013.7,1016.6,1011.4,0,2.6,SW,27.4,1.5,47.1,48.6,26.3
31-Mar-13,17.7,21.2,14.3,72.9,88,62,1009.7,1011.7,1008.1,0,3.5,SSW,27.4,0.8,12.9,30,43.3
1-Apr-13,18.2,23.2,12.5,53.1,86,30,1011.3,1013.3,1009.8,0,4,W,40.2,0.7,12.4,35.9,43.8
2-Apr-13,18.8,22.1,13.6,56.6,74,39,1008,1013,1000.4,0,5,S,30.6,1.1,29.3,40.1,40.1
3-Apr-13,17.9,22.1,14.8,58.8,84,37,1002.8,1006.8,999.1,0,5.9,W,38.6,0.6,7.4,25,53.8
4-Apr-13,17.9,22.7,12.2,51.5,73,34,1011.3,1015.3,1006.7,0,4.6,WSW,43.5,0.8,13.2,34.7,51.3
5-Apr-13,17.7,22,13.7,58.3,70,32,1012.7,1015.7,1010,0,6,S,46.7,1.1,26.5,41.2,43.5
6-Apr-13,19.2,22.6,14,59.8,78,45,1009,1010.8,1004.4,0,2,NNW,25.7,1.7,56,56.8,22.1
7-Apr-13,18.6,21.3,16.2,62.5,82,49,997.7,1004.8,994.1,0,7.2,SSW,41.8,0.7,8.6,25.7,64
8-Apr-13,15.2,16.8,13.4,69.5,83,60,1006.5,1013.9,997.2,1,3.1,W,25.7,0.8,9.9,30.2,37.8
9-Apr-13,16.1,19.6,11.2,64.4,84,47,1015.4,1017.4,1013.5,0,3.8,SSW,25.7,0.9,14.3,31.6,52.3
