Date,T_mean,T_max,T_min,RH_mean,RH_max,RH_min,Prs_mean,Prs_max,Prs_min,Ac_R,WS_mean,DWD,WG,CO,NO,NO2,O3
1-Jan-10,17.9,23.9,12.8,61.4,91,33,1003.6,1006.3,1002,0.2,4,WSW,35.4,1.4,46.1,44.8,27.1
2-Jan-10,15.6,18.9,12.1,57.4,70,45,1005.2,1008.7,1001.5,0,6.8,WSW,51.5,0.4,3,25.5,60.4
3-Jan-10,13.5,16.2,10,56,76,39,1011.7,1016.7,1008.6,0,5,WSW,40.2,0.7,11.5,41.8,40.4
4-Jan-10,9.5,11.8,7.9,50.7,60,38,1021.3,1023.1,1016.8,0,4.3,NNE,22.5,1.2,27,54.1,24.5
5-Jan-10,13.4,16.7,9.2,70.5,82,54,1018.7,1022.1,1015.5,0,7.9,S,41.8,1,30,51,31.3
6-Jan-10,16.8,18.2,15.8,79.3,83,72,1012.9,1015.6,1011.1,0,15.2,S,51.5,0.4,5.2,21.2,54
7-Jan-10,16.6,18.4,13.2,80.3,88,75,1016.3,1019.9,1012.9,0,4.5,SSE,29,2.1,94.3,56.1,24.1
8-Jan-10,16.1,18.4,13.1,79.9,89,70,1019.5,1021.4,1016.9,0,3.5,E,25.7,2.4,134.5,62,17
9-Jan-10,17.2,18.6,15.9,77.1,85,70,1014.7,1016.8,1012.1,0,9,SSE,37,0.8,15,43.7,47.4
10-Jan-10,14.3,18.1,10.2,61.9,85,38,1012,1014.3,1009.6,0,5.3,SW,38.6,0.5,5.6,36,52
11-Jan-10,12.3,14.4,10.3,61.5,70,54,1016.7,1018.7,1014.5,0,4.2,WSW,32.2,0.7,10.5,48.3,40.6
12-Jan-10,12.6,14.9,10.7,69.7,77,60,1011.5,1016,1009.2,0.6,0.5,SSW,12.9,2,102,78.7,9.7
13-Jan-10,12.4,15.2,9.8,67.2,87,49,1009.5,1010.9,1007.9,3.4,1.6,W,16.1,1.3,44,66.8,16
14-Jan-10,11.1,11.9,10.2,78.6,87,72,1009.6,1014.2,1006.4,3.8,7.3,N,29,1.7,51,55.2,13
15-Jan-10,11.8,14.3,9.1,73.5,83,63,1016.3,1018.1,1014.1,0.2,5.5,NNE,37,2,60.7,59.5,9.5
16-Jan-10,10,11.6,9.3,78.5,85,74,1019.8,1022.8,1017.2,4.4,17.8,NNE,56.3,1.1,34.9,40.5,23.5
17-Jan-10,10.2,12.2,8.7,72,80,64,1021.6,1023.4,1019.3,0.2,9.7,NNE,43.5,1.1,33.8,39.2,19.7
18-Jan-10,10.3,12.8,7.9,74.9,84,66,1016.2,1019.4,1014,0,1.2,WSW,16.1,1.6,68.1,54.3,5.3
19-Jan-10,9.5,12.4,7.7,62.9,74,50,1013.3,1014,1012.3,0,2.5,WSW,19.3,1.5,45.7,55.9,12.8
20-Jan-10,8.7,11.9,6.3,58.3,70,43,1014.9,1017.5,1013,0,1.8,WSW,17.7,1.4,47.6,53.4,18.3
21-Jan-10,9,12.9,5.4,68.5,85,50,1016.6,1019.2,1010.2,4.4,4.5,N,33.8,2.3,130.4,68.6,14.4
22-Jan-10,8,9.9,6,78.4,87,72,1011.2,1016,1007.6,6.2,10.7,NNE,43.5,1.5,40.2,53.5,24.1
23-Jan-10,6.5,8.6,5.6,72.1,81,64,1019.7,1022.7,1015.8,0,9.8,NNE,33.8,1.5,39.9,47.3,20
24-Jan-10,5.6,7.6,4.4,75.8,83,69,1024.3,1027,1022,0.4,6.7,NNE,29,1.2,23.5,46.6,24.6
25-Jan-10,4.5,6.3,3.1,70.1,82,62,1030.9,1034.3,1027,0,11.7,NNE,41.8,1.4,24.9,45.4,34
26-Jan-10,4.7,5.8,3,63.5,72,55,1032.3,1034.7,1028.8,0,8.6,N,32.2,1.7,35.6,53.6,27.9
27-Jan-10,5.9,7.1,5.1,75.8,87,67,1021.7,1028.7,1013,6.8,6.1,N,25.7,2,40.6,56.8,15.9
28-Jan-10,8.7,10.5,5.5,84,90,77,1007.4,1012.9,1001.6,0.4,0.4,NNW,9.7,2.5,86.3,68.8,2.7
29-Jan-10,12.5,17.4,8.2,73.9,94,51,1000.8,1002.6,999.1,0.2,2.7,NNW,35.4,3,122,57.8,14.8
30-Jan-10,13,16.8,8.2,69.1,88,50,1002.5,1003.8,1001.4,0,2.5,NW,27.4,2.8,119.9,57,18.4
31-Jan-10,13.9,16,10.8,64,81,52,1004.7,1010.8,1000.6,0,5.8,SW,40.2,0.7,5.8,27.2,48.9
1-Feb-10,14.1,18.5,10.4,60.6,76,47,1009.2,1010.7,1007.2,0,5.1,S,38.6,1.1,27.8,37.1,41
2-Feb-10,7.9,11.7,4.3,71.1,88,55,1010,1017.5,1004.1,9.8,4.8,N,33.8,1.2,24,39.2,26.8
3-Feb-10,5.1,8.2,2.2,46.3,65,27,1021.8,1023.6,1017.5,0,3.6,N,29,1.3,26.9,36.9,36.7
4-Feb-10,8.4,14.3,2.3,49.5,75,25,1023.9,1025.2,1022.3,0,1.2,N,16.1,3.4,131.2,62.9,12.9
5-Feb-10,9.1,13.1,4.2,64.1,74,55,1024.8,1025.8,1023.8,0,3.8,NE,22.5,3.5,117.1,58.8,7.7
6-Feb-10,11.9,14.3,8.9,73.9,87,64,1015.6,1023.8,1007.3,2.4,8.3,S,49.9,1.3,26.3,35.7,28.3
7-Feb-10,11.5,13.6,7.9,84.7,90,76,1002,1007.2,998.5,7.8,3.4,S,43.5,1,16.2,32.7,26.5
8-Feb-10,10.2,14.4,7.9,75.5,90,55,1001.6,1006.2,998.6,13.8,2.1,W,16.1,1.7,38.2,38.4,10.7
9-Feb-10,10.6,13,7.2,73,85,58,1009.5,1010.7,1006.3,0.8,1.2,NNE,12.9,1.5,26.9,34.8,18.3
10-Feb-10,14.7,17.3,11.8,76.7,93,68,1001.9,1009.6,996.4,14.6,9.2,SSE,57.9,0.9,8.8,22,40.4
11-Feb-10,14,16.6,11.9,63,89,48,1001.5,1006.9,996.5,0,5.5,SSW,38.6,0.7,3.6,18.3,46.7
12-Feb-10,14.2,17,10.1,74.2,86,64,1006.9,1008.8,1004.1,2.2,7.4,S,48.3,1.2,13.8,24.4,36.1
13-Feb-10,12.7,16.2,9.1,53.6,73,43,1011.1,1015.1,1008.2,0,6.1,SSW,48.3,0.8,7.5,21.2,52.8
14-Feb-10,12.3,15.6,8.6,68.9,88,51,1007.8,1014.3,997.5,0.6,2.2,N,30.6,1.8,28.3,35.5,15.1
15-Feb-10,14.2,16.8,11.9,62.4,88,46,1005.4,1012.3,997,0,4.7,WSW,40.2,0.9,0,0,46.7
16-Feb-10,13.7,16.7,9.8,64.1,79,48,1012.6,1014,1010.2,0,1.3,NNW,17.7,2,38,32.8,17.6
17-Feb-10,15.8,19.5,12.2,76.1,85,66,1007.5,1010.8,1004.6,0,2.7,S,35.4,1.8,22.4,28.1,15.2
18-Feb-10,16.4,19.6,11.8,72.8,85,62,1010.8,1013,1009,0,3,S,27.4,1.7,26.2,26,13.9
19-Feb-10,17.1,20.6,12.2,66.1,84,46,1012.4,1015.5,1007.1,0,3.6,S,25.7,1.7,23.7,22.7,27.3
20-Feb-10,18.6,22.7,15.7,66,81,44,1003.7,1007.2,1002.2,0,7.1,S,43.5,1.1,14.4,14.8,31.2
21-Feb-10,14.5,17.3,11.3,51.5,68,39,1008.5,1016,1001.9,0,10.2,WSW,49.9,0.5,1.1,6.2,68.3
22-Feb-10,12.8,15.6,9.1,49.8,73,30,1016.8,1018.2,1015.4,0,2.2,S,27.4,1.2,0,0,35.2
23-Feb-10,14.5,18.7,9.4,72.4,83,58,1012.5,1015.4,1009.3,0.2,2.9,N,30.6,2.1,0,0,17.5
24-Feb-10,15,18.4,11.4,73.3,88,56,1005.1,1009.4,1002.1,0,2.6,S,29,1.7,0,0,20.3
25-Feb-10,15.8,19.7,12.4,59,72,41,1003.9,1008.2,1001,0,2.7,W,27.4,1.2,0,0,32
26-Feb-10,14.9,18.9,10.9,63.7,80,42,1009.5,1011.3,1007.7,0,2.9,S,24.1,1.3,0,0,26.8
27-Feb-10,15.5,20.4,12.5,56.5,73,34,1005.8,1010.3,1002.6,0.4,5.3,W,41.8,1.1,0,0,33.2
28-Feb-10,14.2,17.6,10.9,50.6,70,35,1015.3,1017.5,1010.3,0,3.4,S,25.7,0.9,0,0,47.7
1-Mar-10,15.5,19,12.7,64.5,83,36,1013.7,1016,1010.8,0,1.3,WSW,16.1,1.4,0,0,23.2
2-Mar-10,17.2,23.7,10.5,55.4,83,31,1012.5,1017.2,1010.1,0,2.5,WSW,27.4,2.1,0,0,24.7
3-Mar-10,15,18.1,12.9,54.7,68,47,1020.4,1022.7,1017.5,0,2.4,N,22.5,1.4,0,0,35.4
4-Mar-10,15.1,17.5,12.4,67.8,78,56,1008,1018.3,1001.4,0,4.8,S,37,1.4,0,0,34
5-Mar-10,16.3,20.2,13.6,59.6,72,47,1007.3,1010.9,1003.5,0,5.9,WSW,40.2,1,0,0,43.3
6-Mar-10,14.2,18.2,11.3,57,79,39,1011.6,1018.1,1009.2,0,5.3,WSW,38.6,1,0,0,40.8
7-Mar-10,9.3,11.7,7.8,75.1,85,61,1018.5,1020.2,1013.9,5.8,10.7,NNE,38.6,1.1,0,0,39.9
8-Mar-10,10.3,12.4,8.3,77.3,88,70,1005.7,1014,1002.1,1.6,9.5,N,51.5,1.4,0,0,31.1
9-Mar-10,11.5,16.4,8.2,71.8,89,55,1011.8,1018.9,1004,0.2,4.7,NNE,29,1.2,0,0,23
10-Mar-10,11.2,13,10.1,75.1,79,68,1017.3,1020.3,1012.8,0,10.1,NNE,32.2,1.6,0,0,25.7
11-Mar-10,14.2,18.1,11.4,67.3,81,55,1013.1,1015.3,1011.6,0,2.5,S,19.3,1.3,0,0,33.3
12-Mar-10,13.7,17.6,9.6,54.3,78,37,1015.5,1016.6,1014.4,0,4,W,32.2,1.3,0,0,44.2
13-Mar-10,13.5,16.5,11.4,55.8,83,40,1015.1,1017,1013.2,1.6,2.1,S,19.3,1.1,0,0,45
14-Mar-10,10.1,11.7,8.3,69.9,83,60,1013.4,1014.6,1012.3,1.8,6.3,N,35.4,1,0,0,45.7
15-Mar-10,10.7,14.2,7.6,56.5,72,45,1015.5,1020.8,1012.5,0,2.6,W,22.5,1.2,0,0,38.7
16-Mar-10,11.6,15.9,7.1,50.3,67,34,1023.1,1024.6,1020.8,0,2.1,SW,20.9,1.6,0,0,27.8
17-Mar-10,12.5,16.8,7.6,47.7,74,28,1026,1031.7,1022.8,0,6.2,N,33.8,1.7,0,0,27.1
18-Mar-10,11.9,15.7,9.2,58.3,72,38,1031.8,1033.8,1030.3,0,3.5,S,24.1,1,0,0,52.3
19-Mar-10,13.2,17.6,7.9,61.3,78,41,1031.7,1032.9,1030.5,0,2.4,S,22.5,2,0,0,22.8
20-Mar-10,13.8,18.2,8.9,64.1,77,37,1029.8,1031.5,1027.9,0,2.6,S,20.9,1.6,0,0,43.9
21-Mar-10,14.8,19.3,9.8,65.5,79,43,1026.4,1028,1023.8,0,2.9,S,20.9,1.2,0,0,47.8
22-Mar-10,16.1,20.8,11.3,69.5,82,52,1021.5,1023.6,1019,0,1.9,S,19.3,1.4,0,0,30.9
23-Mar-10,17.2,21.1,13.4,64.9,82,51,1016.6,1018.8,1014.6,0,2.3,S,19.3,1.7,0,0,30.4
24-Mar-10,16.3,19.3,13.5,66.7,77,56,1015,1017.3,1013.6,0,3.2,S,27.4,1.2,0,0,38.6
25-Mar-10,16.7,21.1,12.4,55.9,77,42,1019.6,1022.5,1017,0,3.5,NW,32.2,0.9,0,0,51.4
26-Mar-10,17.7,22.6,13.2,42.5,63,30,1021.3,1023.4,1019.6,0,3.6,N,29,1.4,0,0,41.4
27-Mar-10,16.2,20.3,11.3,57,81,36,1015.2,1019.7,1008.2,0,2.4,S,20.9,1.1,0,0,45
28-Mar-10,16.9,20.1,14.2,51.8,82,33,1008.3,1012.3,1006.2,0,10.3,WSW,53.1,0.6,0,0,72.2
29-Mar-10,17.5,22.6,13.5,47.2,65,27,1015.9,1019.4,1012.1,0,4.5,WSW,29,0.8,0,0,59.7
30-Mar-10,16.5,20.3,11.9,59.2,73,38,1018,1020,1015.2,0,3.6,S,29,1.4,0,0,36.5
31-Mar-10,18.3,21.8,15.5,64,78,47,1012.3,1015.7,1009,0,8.2,S,49.9,1,0,0,47.7
1-Apr-10,17.7,22.3,13.7,61.9,81,36,1015.3,1016.6,1012.6,0,2.7,S,20.9,1.1,0,0,33.5
2-Apr-10,17.3,21.1,13.4,59.7,76,36,1014.3,1016.5,1012.6,0,1.7,S,27.4,1.1,0,0,27.5
3-Apr-10,16.7,21.3,11.3,63.5,80,44,1018.9,1021.5,1015.8,0,2.6,SSW,20.9,0.8,0,0,48.5
4-Apr-10,17.8,22.1,12.3,49.7,79,34,1022.2,1023.1,1020.8,0,3.4,NNW,20.9,0.9,0,0,58.3
5-Apr-10,17.5,22.2,12.3,50.3,63,38,1019.2,1022.2,1015.1,0,3.4,S,27.4,0.7,0,0,61.9
6-Apr-10,16.8,20.8,13.1,49.7,70,36,1013.8,1015.2,1011.6,0,5.3,WSW,32.2,0.6,0,0,63.1
7-Apr-10,15.8,19,12.1,47.5,70,38,1016.2,1019.2,1014.1,0,3.9,NNE,32.2,1,0,0,37.5
8-Apr-10,16.2,20.4,11.6,42.7,60,31,1020.7,1022.4,1019,0,5,NNE,33.8,1.6,0,0,30.4
9-Apr-10,15.9,19.5,11.6,44.7,56,31,1021.5,1022.9,1019.9,0,7.8,N,38.6,1.6,0,0,37.5
10-Apr-10,15.8,18.9,13.1,45.5,67,29,1015.5,1019.9,1011.9,0,9.6,N,37,1.1,0,0,58.7
11-Apr-10,15.9,19.5,12.8,47.6,60,37,1011.8,1013.3,1010.9,0,7.2,N,33.8,0.9,0,0,68.1
12-Apr-10,16,20.3,12.2,55.2,71,43,1014.7,1017,1012.9,0,2.9,NNW,25.7,1.2,0,0,51.6
13-Apr-10,16.2,19.3,12.1,57,67,47,1016.7,1017.9,1015.3,0,3.2,S,24.1,1.2,0,0,40.3
14-Apr-10,17.7,20.9,15.2,57.3,74,36,1015.2,1016,1014.1,0,3.2,S,22.5,0.9,0,0,69
15-Apr-10,18.5,21.8,14.1,64.7,76,47,1014.4,1015.4,1013.3,0,2.9,S,20.9,1,0,0,64.5
16-Apr-10,20.6,24.6,16.2,58,73,37,1012.5,1014.3,1010.3,0,2.8,S,27.4,1.3,0,0,39.3
17-Apr-10,21.1,25.3,17.2,60,74,42,1012.4,1015.8,1010.5,0,2.7,NNW,19.3,1.2,0,0,25.9
18-Apr-10,20.1,23.6,17.3,60.7,69,50,1017.5,1018.9,1015.6,0,6.9,NNE,29,1,0,0,45.5
19-Apr-10,19,22.2,16.9,70.5,84,59,1012.1,1016.5,1008.8,0,5.1,S,35.4,0.8,0,0,39
20-Apr-10,19.6,23.8,16.2,53.4,84,31,1008.6,1009.7,1007.3,0,7.8,WSW,51.5,0.6,0,0,61.2
21-Apr-10,17.8,20.4,14.6,53.9,76,43,1011.7,1015.6,1008.1,0,4.2,N,38.6,1,0,0,53.1
22-Apr-10,19,23.3,13.7,57,75,37,1016.2,1017.9,1015.1,0,3.3,S,30.6,1.3,0,0,44.3
23-Apr-10,19.3,23.6,14.6,55.1,78,29,1018.3,1019.5,1017.1,0,4.4,S,30.6,1.2,0,0,56.1
24-Apr-10,18.8,21.2,16.3,52.2,71,36,1018.3,1019.3,1017.3,0,1.5,S,19.3,0.9,0,0,58.8
25-Apr-10,20,24.5,13.8,45.1,64,31,1016.2,1017.3,1014.9,0,5.7,NNW,35.4,1.3,0,0,58.2
26-Apr-10,18.8,22.5,16.8,52.5,64,40,1016.7,1018.6,1014.6,0,8.1,N,43.5,1.1,0,0,63.6
27-Apr-10,17.5,21.4,14.8,49.1,64,34,1018.7,1020.5,1016.8,0,12.9,NNE,46.7,1.3,0,0,65.7
28-Apr-10,17.6,22.1,14.1,32,59,19,1019,1020.2,1017.4,0,6.9,NNE,38.6,1.1,0,0,62.4
29-Apr-10,17.8,21.8,13.2,30,53,16,1017.5,1018.3,1016.6,0,7.5,N,35.4,1.2,11.2,50.5,57.8
30-Apr-10,19.2,23.4,14.3,36.1,49,29,1015.8,1016.9,1014.4,0,7.3,N,37,1.4,14.7,52.3,55.1
1-May-10,20.2,25.4,14.8,45.9,63,31,1015.2,1016.5,1013.8,0,3.4,SW,25.7,0.8,15.8,41.6,69.9
2-May-10,20.6,25.9,15.8,47.5,65,31,1015.2,1016.6,1014.1,0,2.5,S,24.1,1.1,31.6,49,60
3-May-10,20.7,25.7,16,55.2,79,34,1013.6,1014.6,1012.5,0,2.3,S,24.1,1.2,48.5,58.8,41.3
4-May-10,20.6,24.8,14.7,54,77,35,1014,1014.9,1012.8,0,2,S,24.1,1.3,56.5,58.2,35
5-May-10,21.9,26.3,16.4,51.1,68,33,1013.1,1014.4,1010.9,0,1.6,WSW,17.7,1.6,56.6,52.6,51.4
6-May-10,22.4,25.7,17.8,48.2,64,36,1008.9,1011.4,1006.5,0,3.4,S,29,1.1,32.5,53.6,58.7
7-May-10,23,28.8,17.2,45.4,76,22,1008,1010.1,1006.3,0,3.5,S,24.1,0.8,11.2,43.5,56.2
8-May-10,22.4,26.8,18.9,49.5,66,35,1008.8,1011.4,1005.4,0,2.1,SW,25.7,1.1,26.5,47.5,33.8
9-May-10,23,29.8,17.4,48.2,65,23,1007.3,1009.7,1005.4,0,3.5,N,32.2,0.9,25,36.9,59.2
10-May-10,22.4,26.8,17.9,55,72,38,1010.7,1012.1,1009,0,2.9,S,29,1,20.8,47.2,50.1
11-May-10,23.3,27.7,17.8,47.8,64,36,1011.8,1012.7,1010.8,0,2.2,S,20.9,1.4,44.3,48.7,46.6
12-May-10,24.7,29.3,18.4,40.6,62,25,1010.8,1012.3,1008.9,0,2.6,SW,22.5,1.7,72.6,55.2,41.5
13-May-10,24.2,28.6,19.7,45.9,66,21,1007.9,1010.2,1005.7,0,4.7,S,41.8,1.2,37.1,49.2,43
14-May-10,25.2,30.8,20.1,46.8,69,21,1010.5,1012.1,1008.4,0,3.4,S,29,1,18.3,40.4,45.2
15-May-10,22.3,24.9,19.2,64.2,79,46,1007.8,1012.1,1003.7,0.8,5.2,S,41.8,0.7,13,26,27.7
16-May-10,20.8,25.2,17.9,49.4,66,35,1011.1,1013.4,1008.7,0,9.3,WSW,37,0.4,3.1,19.8,78.9
17-May-10,20.5,24.1,17.4,46.9,61,35,1011.8,1013.5,1009.8,0,7.9,WSW,32.2,0.5,3.6,24,84
18-May-10,19.7,22.9,16.7,49.8,61,38,1011.6,1013.9,1010.2,0,3.8,WSW,33.8,0.7,5.5,31.6,66.5
19-May-10,20,23.2,17.7,53.3,68,42,1015.5,1017.1,1013.8,0,4.1,S,30.6,0.8,7.2,33.2,56
20-May-10,19.9,23.6,15.7,63.6,87,47,1015.2,1017,1013,5.8,5,S,32.2,0.9,14.6,33.5,51.9
21-May-10,18.1,21.5,15.8,70.3,87,57,1011.2,1013.1,1010.3,0.4,4.3,S,24.1,0.8,12.6,33.4,35.9
22-May-10,18.9,21.8,16.4,58.2,73,44,1010.8,1012.9,1009.5,0,2.9,WSW,22.5,0.7,9.3,34,51.9
23-May-10,19.7,24.6,15.4,62.4,77,44,1014.2,1015.9,1012.2,0,2.7,S,27.4,1,45.9,33.5,34.2
24-May-10,20.7,24.8,16.4,63.6,80,48,1015.3,1016.1,1014.4,0,3.7,S,29,1,37.9,30.4,40.5
25-May-10,21.1,24.9,17.4,68.2,80,52,1015.6,1016.6,1014.5,0,3,S,24.1,1.1,28.1,36.2,32.1
26-May-10,22.2,26.2,17.3,55.8,79,34,1014.9,1016,1013.4,0,3,S,27.4,1.1,34,35.5,37.3
27-May-10,24.1,29.9,17.6,50.6,67,29,1012.8,1013.8,1011.4,0,2.8,S,22.5,1.5,53.8,41.9,39.5
28-May-10,26,31.9,20.6,41.2,61,23,1013.1,1014.4,1012.1,0,3.7,S,22.5,1.2,32.5,45.8,46.4
29-May-10,26.6,31.2,21.4,45.7,59,33,1014.6,1015.3,1013.8,0,3.1,S,25.7,1,26.7,41.4,53
30-May-10,27,32.6,22.3,46,59,31,1013.1,1014.3,1011.3,0,1.9,S,20.9,1.1,31.3,44.2,43.5
31-May-10,28,32.9,23.8,41.2,62,28,1008.1,1011.3,1004.4,0,5,S,30.6,1.1,28,46,43.6
1-Jun-10,24.9,27.4,21.4,54.2,70,42,1003.1,1004.5,1001.8,0,6.6,S,32.2,0.9,6.4,35.4,47.8
2-Jun-10,23,26.1,20.3,61,74,47,1006.7,1008.4,1004.4,0,4.9,S,29,0.7,6.3,28.8,48.8
3-Jun-10,23,26.1,20.6,61.2,78,48,1009.4,1011.8,1007,0,5,S,33.8,0.8,4.3,27.2,54.5
4-Jun-10,23.4,27.4,20.1,61.8,79,41,1013.2,1014.6,1011.3,0,3.9,S,33.8,0.7,7.6,31.6,37.6
5-Jun-10,20.9,23.3,19.2,71.9,87,65,1014,1015.5,1012.9,4,2.7,WSW,20.9,0.8,13.5,32,27.9
6-Jun-10,21.6,24.9,19.3,61.8,72,49,1013.9,1015,1012.6,0,3.4,NNW,27.4,0.8,7.9,30.7,41.3
7-Jun-10,23.4,28.2,18.8,55.6,73,39,1012.8,1014.1,1011.3,0,3,NNW,27.4,1,20,35.8,41.5
8-Jun-10,24.4,28.7,18.5,50.2,72,33,1012,1012.8,1010.9,0,3.5,S,30.6,1,35.3,37.7,45.8
9-Jun-10,24.3,28.1,21.4,57.2,72,43,1012.6,1013.5,1011.3,0.6,1.7,SSW,20.9,1.2,18.6,44.3,35.3
10-Jun-10,26.4,30.6,20.6,46.7,71,33,1013.7,1014.9,1012.5,0,6.8,NNE,35.4,1.9,45.2,37.2,21.7
11-Jun-10,28.7,32.6,22.9,38,52,28,1012.9,1013.8,1011.7,0,7.2,N,40.2,1.4,16.8,39.3,37.3
12-Jun-10,29.3,34.4,25.1,39.7,56,25,1011.9,1013,1010.6,0,3.8,SW,27.4,1.1,22,32.5,46.8
13-Jun-10,29,33.3,23.4,40.7,51,31,1011,1011.8,1010,0,2.8,SW,24.1,1.1,44.1,32.4,45.6
14-Jun-10,29.7,34.6,24.9,42.6,58,32,1011.8,1013.3,1010.5,0,2.3,S,22.5,1.3,32.8,44.6,43.9
15-Jun-10,30.8,36.7,25.8,43,51,29,1013.4,1014.5,1012.3,0,2.4,S,20.9,1.5,39.4,50.7,40.6
16-Jun-10,31.7,38,26.6,43.2,59,23,1012.6,1013.9,1011.2,0,2.5,S,24.1,1.8,74.9,45.6,28.4
17-Jun-10,32,37.6,26.4,40.8,54,20,1009.8,1011.1,1008.5,0,3.4,S,22.5,1.5,57.3,45.1,26.3
18-Jun-10,30.8,34.9,26.1,44.1,60,27,1009.2,1010.7,1007.4,0,5.6,N,27.4,1.3,16.7,38.4,31.4
19-Jun-10,27.5,30.1,25.3,53.1,63,38,1005.6,1007.3,1003.3,0,3.9,S,29,0.7,10.2,34.9,39.3
20-Jun-10,27.6,31.9,24.1,54.2,81,32,1004.4,1006.7,1002.7,0,4.3,SW,32.2,0.4,3.2,23.8,48.2
21-Jun-10,26.7,30.6,22.8,46.7,60,32,1006.7,1007.8,1005.4,0,5.7,S,37,0.6,5.4,30.1,58.8
22-Jun-10,24.5,27.3,21.8,45.2,56,36,1006,1007,1004.4,0,5.4,WSW,37,0.5,4,26.4,68.4
23-Jun-10,24.1,28.5,20.9,52.4,62,36,1005.3,1007.4,1004,0.2,2.9,WSW,30.6,0.7,5.9,29.3,42.3
24-Jun-10,23.1,26.2,20.6,61.8,77,41,1008.8,1010,1007.1,0.6,2.6,WSW,20.9,0.8,8.7,33.8,31.2
25-Jun-10,23.3,26.8,19.8,57.2,70,39,1009.4,1010.4,1008.4,0,4,S,32.2,0.8,8.3,36.8,50.3
26-Jun-10,24.7,28.1,21.6,58.4,76,38,1009.8,1010.7,1009,0,4.6,S,33.8,0.6,5.3,30.2,52
27-Jun-10,24.4,28.4,20.3,66.3,80,49,1011,1012.7,1010,2,2.3,SW,22.5,0.5,6,28.1,35.5
28-Jun-10,23.7,27.2,20.1,62.9,78,48,1012.2,1013.2,1010.7,4.6,2,S,24.1,1,16.1,42.5,33.3
29-Jun-10,25.2,29.9,20.4,61.3,79,43,1011.6,1013,1010.4,0,3.1,S,25.7,1,29.1,32.4,35.7
30-Jun-10,25.9,30.2,21.9,61,73,44,1011.1,1012.2,1010.1,0,1.8,W,24.1,1.1,27,42.3,30
1-Jul-10,26.6,30.3,22.3,60.2,77,46,1012,1012.8,1011.4,0,3,S,25.7,1.4,40.4,38.1,31.8
2-Jul-10,28,32.3,23.6,53.7,67,39,1012.3,1013.1,1011.1,0,3,NNW,25.7,1.3,38.1,40.1,33.3
3-Jul-10,28,32.7,24.7,55.5,69,41,1012.2,1013.3,1010.9,0,3.8,NNW,49.9,1,13.9,32.2,28.5
4-Jul-10,28.2,32.6,24.2,57.1,70,41,1012.2,1013.2,1010.7,0,2.9,S,22.5,0.8,20.5,29.1,38
5-Jul-10,29.2,34.3,24.2,50.8,69,36,1011.9,1013.1,1010.6,0,3.7,NW,29,1.3,31.1,34,24.5
6-Jul-10,28.9,32.7,26.1,47.4,63,34,1011.5,1012.4,1010.3,0,3.8,S,25.7,1,12.5,34.5,52
7-Jul-10,29.8,34.9,25.4,47.1,64,29,1012.2,1013.4,1011.2,0,2.7,NNW,22.5,1.3,24.3,34.9,29.8
8-Jul-10,26.5,30.4,23.6,49.1,67,38,1013.1,1015.4,1011.1,0,4,N,29,1.2,11.4,34,30
9-Jul-10,26.3,30.2,22.4,47.1,62,36,1015.3,1016.5,1014.4,0,5.5,N,25.7,1.1,7.7,31.5,37.4
10-Jul-10,27.2,31.7,23.3,48.8,65,36,1015.4,1016.1,1014.2,0,6.3,N,30.6,0.9,9.6,35.3,35.7
11-Jul-10,28.2,32.2,23.9,49.1,65,38,1015.1,1015.9,1014,0,3.8,NNW,27.4,0.7,7.5,29.3,39.7
12-Jul-10,29.2,33.9,24,47.5,63,36,1013.4,1014.7,1011.8,0,3.1,S,25.7,1.1,36.5,33.4,44.9
13-Jul-10,29.7,33.8,25.2,48.9,62,36,1010.8,1011.8,1009.8,0,2.6,S,29,1.1,28.2,37.7,40.1
14-Jul-10,30.9,37.6,26.3,48.7,65,21,1009.1,1010,1008,0,2.3,SW,25.7,1.2,34.2,41.5,36.1
15-Jul-10,31.7,35.7,26.7,45.6,59,35,1009,1010.6,1008.1,0,4.2,NNE,24.1,1.6,35.3,30.4,24.4
16-Jul-10,30.8,34.2,28.4,46.1,55,35,1011.8,1012.9,1010.4,0,10.9,N,43.5,1.5,7.6,26.5,31.4
17-Jul-10,30.9,34.9,27.8,37,57,23,1012.7,1013.5,1011.9,0,10.4,N,45.1,1.1,9.6,30.8,41.4
18-Jul-10,30.9,34.9,26.2,37.5,46,29,1011.9,1012.8,1010.2,0,6.4,N,32.2,0.8,9,30.1,53.7
19-Jul-10,30.9,34.3,27.3,39.3,56,30,1011.3,1012.2,1010.4,0,7.2,N,37,1.2,5.5,31.2,44.3
20-Jul-10,30.9,34.2,27.9,40.7,54,32,1011,1012.1,1009.9,0,5.8,N,30.6,1.4,7.6,34.7,42.3
21-Jul-10,30.2,34,26.6,46.9,56,37,1011.2,1011.9,1010.1,0,3.2,NNE,27.4,0.9,17.6,39.6,59
22-Jul-10,31.8,36.6,26.7,41.3,56,32,1009.8,1010.7,1008.5,0,4.8,NNE,30.6,1.5,20.2,36.5,33.2
23-Jul-10,32.1,35.4,28.5,41.4,53,32,1009.7,1010.7,1008.9,0,6.7,N,33.8,1.5,9.9,33.1,40.9
